active_pokemon_types,active_pokemon_levitate,active_pokemon_weight,active_pokemon_hp,active_pokemon_attack,active_pokemon_defense,active_pokemon_special_attack,active_pokemon_special_defense,active_pokemon_speed,opponent_pokemon_types,opponent_pokemon_levitate,opponent_pokemon_weight,opponent_pokemon_hp,opponent_pokemon_attack,opponent_pokemon_defense,opponent_pokemon_special_attack,opponent_pokemon_special_defense,opponent_pokemon_speed,entering_pokemon_types,entering_pokemon_levitate,entering_pokemon_weight,entering_pokemon_hp,entering_pokemon_attack,entering_pokemon_defense,entering_pokemon_special_attack,entering_pokemon_special_defense,entering_pokemon_speed,active_attack,active_defense,active_special_attack,active_special_defense,active_speed,opponent_attack,opponent_defense,opponent_special_attack,opponent_special_defense,opponent_speed,move
dark;ground,0,699.7,155,110,125,55,80,45,water;bug,0,82.0,68,70,92,50,132,42,water,0,31.6,165,75,80,40,45,65,1,2,0,0,1,0,0,0,0,0,Switch
bug;steel,0,118.0,70,130,100,55,80,65,water,0,31.6,165,75,80,40,45,65,electric,0,24.5,65,65,60,110,95,130,0,0,0,0,0,1,2,0,0,1,U-turn
water,0,31.6,165,75,80,40,45,65,water,0,31.6,165,75,80,40,45,65,water,0,10.0,20,10,55,15,20,80,1,2,0,0,1,0,0,0,0,0,Protect
electric,0,24.5,65,65,60,110,95,130,water,0,31.6,165,75,80,40,45,65,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,1,2,0,0,1,Thunderbolt
water,0,31.6,165,75,80,40,45,65,electric,0,24.5,65,65,60,110,95,130,dark;ground,0,699.7,155,110,125,55,80,45,1,2,0,0,1,0,0,0,0,0,Switch
water,0,31.6,165,75,80,40,45,65,electric,0,24.5,65,65,60,110,95,130,water,0,31.6,165,75,80,40,45,65,1,2,0,0,1,0,0,0,0,0,Switch
electric,0,24.5,65,65,60,110,95,130,water,0,31.6,165,75,80,40,45,65,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,1,2,0,0,1,Thunderbolt
water,0,31.6,165,75,80,40,45,65,electric,0,24.5,65,65,60,110,95,130,grass,0,90.0,100,125,90,60,70,85,1,2,0,0,1,0,0,0,0,0,Switch
grass,0,90.0,100,125,90,60,70,85,electric,0,24.5,65,65,60,110,95,130,water,0,10.0,20,10,55,15,20,80,1,2,0,0,1,0,0,0,0,0,Knock Off
electric,0,24.5,65,65,60,110,95,130,grass,0,90.0,100,125,90,60,70,85,bug;steel,0,118.0,70,130,100,55,80,65,0,0,0,0,0,1,2,0,0,1,Switch
grass,0,90.0,100,125,90,60,70,85,electric,0,24.5,65,65,60,110,95,130,dark;ground,0,699.7,155,110,125,55,80,45,1,2,0,0,1,0,0,0,0,0,Switch
bug;steel,0,118.0,70,130,100,55,80,65,dark;ground,0,699.7,155,110,125,55,80,45,grass,0,90.0,100,125,90,60,70,85,0,0,0,0,0,1,2,0,0,1,U-turn
water;bug,0,82.0,68,70,92,50,132,42,water;bug,0,82.0,68,70,92,50,132,42,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,1,2,0,0,1,Protect
grass,0,90.0,100,125,90,60,70,85,water;bug,0,82.0,68,70,92,50,132,42,water,0,10.0,20,10,55,15,20,80,1,2,0,0,1,0,0,0,0,0,Wood Hammer
water;bug,0,82.0,68,70,92,50,132,42,grass,0,90.0,100,125,90,60,70,85,bug;steel,0,118.0,70,130,100,55,80,65,0,0,0,0,0,1,2,0,0,1,Switch
rock;poison,0,45.0,83,55,90,130,81,86,ice,0,175.0,80,50,100,100,200,50,fire;ghost,0,326.5,104,75,100,110,75,66,0,0,0,0,0,0,0,0,0,0,Switch
ice,0,175.0,80,50,100,100,200,50,rock;poison,0,45.0,83,55,90,130,81,86,rock,0,230.0,80,100,200,50,100,50,0,0,0,0,0,0,0,0,0,0,Switch
rock;poison,0,45.0,83,55,90,130,81,86,ice,0,175.0,80,50,100,100,200,50,water;fighting,0,54.0,90,95,95,70,90,70,0,0,1,0,0,0,0,0,0,0,Switch
rock,0,230.0,80,100,200,50,100,50,water;fighting,0,54.0,90,95,95,70,90,70,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,1,0,0,Thunder Punch
water;fighting,0,54.0,90,95,95,70,90,70,rock,0,230.0,80,100,200,50,100,50,dark;ground,0,699.7,155,110,125,55,80,45,0,0,1,0,0,0,0,0,0,0,Switch
rock,0,230.0,80,100,200,50,100,50,water;fighting,0,54.0,90,95,95,70,90,70,fairy;steel,0,112.8,85,75,77,70,105,94,0,0,0,0,0,0,0,1,0,0,Switch
fairy;steel,0,112.8,85,75,77,70,105,94,dark;ground,0,699.7,155,110,125,55,80,45,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,1,0,0,Gigaton Hammer
fairy;steel,0,112.8,85,75,77,70,105,94,dark;ground,0,699.7,155,110,125,55,80,45,dragon,0,200.0,200,100,50,100,50,80,0,0,0,0,0,0,0,1,0,0,Switch
dragon,0,200.0,200,100,50,100,50,80,dark;ground,0,699.7,155,110,125,55,80,45,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,1,0,0,Dragon Energy
dark;ground,0,699.7,155,110,125,55,80,45,dragon,0,200.0,200,100,50,100,50,80,grass;fighting,0,39.2,60,130,80,60,60,70,0,0,1,0,0,0,0,0,0,0,Switch
dragon,0,200.0,200,100,50,100,50,80,dark;ground,0,699.7,155,110,125,55,80,45,psychic;fairy,0,5.1,57,90,95,136,103,29,0,0,0,0,0,0,0,1,0,0,Switch
grass;fighting,0,39.2,60,130,80,60,60,70,grass;fighting,0,39.2,60,130,80,60,60,70,water,0,10.0,20,10,55,15,20,80,2,0,1,0,0,0,0,0,0,0,Swords Dance
psychic;fairy,0,5.1,57,90,95,136,103,29,grass;fighting,0,39.2,60,130,80,60,60,70,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,2,0,1,0,0,Psychic
psychic;fairy,0,5.1,57,90,95,136,103,29,grass;fighting,0,39.2,60,130,80,60,60,70,steel,0,205.0,80,75,150,75,150,50,0,0,0,0,0,2,0,1,0,0,Switch
grass;fighting,0,39.2,60,130,80,60,60,70,steel,0,205.0,80,75,150,75,150,50,water,0,10.0,20,10,55,15,20,80,2,0,1,0,0,0,0,0,0,0,Mach Punch
grass;fighting,0,39.2,60,130,80,60,60,70,steel,0,205.0,80,75,150,75,150,50,fire;ghost,0,326.5,104,75,100,110,75,66,2,0,1,0,0,0,0,0,0,0,Switch
fire;ghost,0,326.5,104,75,100,110,75,66,steel,0,205.0,80,75,150,75,150,50,water,0,10.0,20,10,55,15,20,80,2,0,2,0,0,0,0,0,0,0,Torch Song
steel,0,205.0,80,75,150,75,150,50,fire;ghost,0,326.5,104,75,100,110,75,66,rock,0,230.0,80,100,200,50,100,50,0,0,0,0,0,2,0,2,0,0,Switch
steel,0,205.0,80,75,150,75,150,50,fire;ghost,0,326.5,104,75,100,110,75,66,ice,0,175.0,80,50,100,100,200,50,0,0,0,0,0,2,0,2,0,0,Switch
bug;flying,0,51.5,86,76,86,116,56,95,bug;flying,0,51.5,86,76,86,116,56,95,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Protect
electric;ground,0,60.0,85,81,97,121,85,101,bug;flying,0,51.5,86,76,86,116,56,95,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Earth Power
electric;ground,0,60.0,85,81,97,121,85,101,bug;flying,0,51.5,86,76,86,116,56,95,bug;steel,0,118.0,70,130,100,55,80,65,0,0,0,0,0,0,0,0,0,2,Switch
electric;ground,0,60.0,85,81,97,121,85,101,bug;flying,0,51.5,86,76,86,116,56,95,fire;poison,0,36.0,80,70,60,140,110,110,0,0,0,0,0,0,0,0,0,3,Switch
bug;flying,0,51.5,86,76,86,116,56,95,bug;flying,0,51.5,86,76,86,116,56,95,water,0,10.0,20,10,55,15,20,80,0,0,0,0,3,0,0,0,0,0,Protect
fire;poison,0,36.0,80,70,60,140,110,110,bug;flying,0,51.5,86,76,86,116,56,95,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,3,Energy Ball
bug;flying,0,51.5,86,76,86,116,56,95,fire;poison,0,36.0,80,70,60,140,110,110,water,0,10.0,20,10,55,15,20,80,0,0,0,0,5,0,0,0,0,0,Air Slash
fire;poison,0,36.0,80,70,60,140,110,110,bug;flying,0,51.5,86,76,86,116,56,95,water;dragon,0,280.0,99,83,91,125,83,109,0,0,0,0,0,0,0,0,0,5,Switch
bug;flying,0,51.5,86,76,86,116,56,95,water;dragon,0,280.0,99,83,91,125,83,109,water,0,10.0,20,10,55,15,20,80,0,0,0,0,5,0,0,0,0,0,Bug Buzz
bug;flying,0,51.5,86,76,86,116,56,95,water;dragon,0,280.0,99,83,91,125,83,109,electric;dark,0,3.0,58,95,58,70,58,97,0,0,0,0,5,-1,0,0,0,0,Switch
water;dragon,0,280.0,99,83,91,125,83,109,bug;flying,0,51.5,86,76,86,116,56,95,water;ground,0,75.0,95,85,85,65,65,35,-1,0,0,0,0,0,0,0,0,6,Switch
electric;dark,0,3.0,58,95,58,70,58,97,water;ground,0,75.0,95,85,85,65,65,35,water,0,10.0,20,10,55,15,20,80,0,0,0,0,6,-1,0,0,0,0,Knock Off
water;ground,0,75.0,95,85,85,65,65,35,electric;dark,0,3.0,58,95,58,70,58,97,water,0,10.0,20,10,55,15,20,80,-1,0,0,0,0,0,0,0,0,6,Earthquake
electric;dark,0,3.0,58,95,58,70,58,97,water;ground,0,75.0,95,85,85,65,65,35,water,0,10.0,20,10,55,15,20,80,0,0,0,0,6,-1,0,0,0,0,Endeavor
water;ground,0,75.0,95,85,85,65,65,35,electric;dark,0,3.0,58,95,58,70,58,97,water,0,10.0,20,10,55,15,20,80,-1,0,0,0,0,0,0,0,0,6,Earthquake
electric;dark,0,3.0,58,95,58,70,58,97,water;ground,0,75.0,95,85,85,65,65,35,ghost;fairy,0,0.7,55,90,80,50,105,96,0,0,0,0,6,-1,0,0,0,0,Switch
water;ground,0,75.0,95,85,85,65,65,35,electric;dark,0,3.0,58,95,58,70,58,97,fairy;fighting,0,35.0,74,130,90,120,60,116,-1,0,0,0,0,0,0,0,0,6,Switch
bug;steel,0,118.0,70,130,100,55,80,65,fire,0,80.4,70,85,140,85,70,20,water;bug,0,82.0,68,70,92,50,132,42,0,0,0,0,0,0,0,0,0,0,Switch
water;bug,0,82.0,68,70,92,50,132,42,fire,0,80.4,70,85,140,85,70,20,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Liquidation
water;bug,0,82.0,68,70,92,50,132,42,water;bug,0,82.0,68,70,92,50,132,42,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Aqua Ring
water;bug,0,82.0,68,70,92,50,132,42,water;bug,0,82.0,68,70,92,50,132,42,electric;dragon,0,480.0,125,73,91,137,89,75,0,0,0,0,0,0,0,0,0,0,Switch
water;bug,0,82.0,68,70,92,50,132,42,electric;dragon,0,480.0,125,73,91,137,89,75,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Infestation
electric;dragon,0,480.0,125,73,91,137,89,75,water;bug,0,82.0,68,70,92,50,132,42,fire;dragon,0,590.0,105,115,121,65,93,91,0,0,0,0,0,0,0,0,0,0,Volt Switch
water;bug,0,82.0,68,70,92,50,132,42,electric;dragon,0,480.0,125,73,91,137,89,75,bug;steel,0,118.0,70,130,100,55,80,65,0,0,0,0,0,0,0,0,0,0,Switch
water;bug,0,82.0,68,70,92,50,132,42,electric;dragon,0,480.0,125,73,91,137,89,75,dark;flying,0,27.3,100,125,52,105,52,71,0,0,0,0,0,0,0,0,0,1,Switch
dark;flying,0,27.3,100,125,52,105,52,71,fire;dragon,0,590.0,105,115,121,65,93,91,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,1,Sucker Punch
dark;flying,0,27.3,100,125,52,105,52,71,fire;dragon,0,590.0,105,115,121,65,93,91,grass;fighting,0,39.2,60,130,80,60,60,70,0,0,0,0,0,0,0,0,0,2,Switch
fire;dragon,0,590.0,105,115,121,65,93,91,dark;flying,0,27.3,100,125,52,105,52,71,fire,0,80.4,70,85,140,85,70,20,0,0,0,0,2,0,0,0,0,0,Switch
dark;flying,0,27.3,100,125,52,105,52,71,fire;dragon,0,590.0,105,115,121,65,93,91,water;bug,0,82.0,68,70,92,50,132,42,0,0,0,0,0,0,0,0,0,2,Switch
water;bug,0,82.0,68,70,92,50,132,42,water;bug,0,82.0,68,70,92,50,132,42,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,2,Protect
fire,0,80.4,70,85,140,85,70,20,water;bug,0,82.0,68,70,92,50,132,42,water,0,10.0,20,10,55,15,20,80,0,0,0,0,2,0,0,0,0,0,Lava Plume
water;bug,0,82.0,68,70,92,50,132,42,water;bug,0,82.0,68,70,92,50,132,42,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,2,Aqua Ring
water;bug,0,82.0,68,70,92,50,132,42,water;bug,0,82.0,68,70,92,50,132,42,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,2,Protect
fire,0,80.4,70,85,140,85,70,20,water;bug,0,82.0,68,70,92,50,132,42,water,0,10.0,20,10,55,15,20,80,0,0,0,0,2,0,0,0,0,0,Lava Plume
fire,0,80.4,70,85,140,85,70,20,water;bug,0,82.0,68,70,92,50,132,42,electric;dragon,0,480.0,125,73,91,137,89,75,0,0,0,0,2,0,0,0,0,0,Switch
water;bug,0,82.0,68,70,92,50,132,42,electric;dragon,0,480.0,125,73,91,137,89,75,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,2,Infestation
water;bug,0,82.0,68,70,92,50,132,42,water;bug,0,82.0,68,70,92,50,132,42,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,2,Protect
electric;dragon,0,480.0,125,73,91,137,89,75,water;bug,0,82.0,68,70,92,50,132,42,water,0,10.0,20,10,55,15,20,80,0,0,0,0,2,0,0,0,0,0,Thunderbolt
water;bug,0,82.0,68,70,92,50,132,42,electric;dragon,0,480.0,125,73,91,137,89,75,electric,0,24.5,65,65,60,110,95,130,0,0,0,0,0,0,0,0,0,2,Switch
electric;dragon,0,480.0,125,73,91,137,89,75,electric,0,24.5,65,65,60,110,95,130,water,0,10.0,20,10,55,15,20,80,0,0,0,0,2,0,0,0,0,0,Dragon Pulse
electric;dragon,0,480.0,125,73,91,137,89,75,electric,0,24.5,65,65,60,110,95,130,fire,0,80.4,70,85,140,85,70,20,0,0,0,0,2,0,0,0,0,0,Switch
electric;dragon,0,480.0,125,73,91,137,89,75,electric,0,24.5,65,65,60,110,95,130,fire;poison,0,36.0,80,70,60,140,110,110,0,0,0,0,2,0,0,0,0,0,Switch
electric,0,24.5,65,65,60,110,95,130,fire;poison,0,36.0,80,70,60,140,110,110,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,2,Thunderbolt
electric,0,24.5,65,65,60,110,95,130,fire;poison,0,36.0,80,70,60,140,110,110,water;bug,0,82.0,68,70,92,50,132,42,0,0,0,0,0,0,0,1,0,2,Switch
water;bug,0,82.0,68,70,92,50,132,42,water;bug,0,82.0,68,70,92,50,132,42,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,1,0,2,Protect
fire;poison,0,36.0,80,70,60,140,110,110,water;bug,0,82.0,68,70,92,50,132,42,water,0,10.0,20,10,55,15,20,80,0,0,1,0,2,0,0,0,0,0,Sludge Wave
fire;poison,0,36.0,80,70,60,140,110,110,water;bug,0,82.0,68,70,92,50,132,42,water,0,10.0,20,10,55,15,20,80,0,0,2,0,2,0,0,0,0,0,Fiery Dance
fire;poison,0,36.0,80,70,60,140,110,110,water;bug,0,82.0,68,70,92,50,132,42,water;dragon,0,280.0,99,83,91,125,83,109,0,0,2,0,2,0,0,0,0,0,Switch
water;bug,0,82.0,68,70,92,50,132,42,water;bug,0,82.0,68,70,92,50,132,42,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,2,0,2,Protect
water;dragon,0,280.0,99,83,91,125,83,109,water;bug,0,82.0,68,70,92,50,132,42,water,0,10.0,20,10,55,15,20,80,0,0,2,0,2,0,0,0,0,0,Flamethrower
water;bug,0,82.0,68,70,92,50,132,42,water;dragon,0,280.0,99,83,91,125,83,109,bug;steel,0,118.0,70,130,100,55,80,65,0,0,0,0,0,0,0,2,0,2,Switch
water;dragon,0,280.0,99,83,91,125,83,109,bug;steel,0,118.0,70,130,100,55,80,65,water,0,10.0,20,10,55,15,20,80,0,0,2,0,2,0,0,0,0,0,Flamethrower
bug;steel,0,118.0,70,130,100,55,80,65,water;dragon,0,280.0,99,83,91,125,83,109,grass;fighting,0,39.2,60,130,80,60,60,70,0,0,0,0,0,0,0,2,0,2,Switch
dark;steel,0,120.0,100,135,120,60,85,50,dark;steel,0,120.0,100,135,120,60,85,50,water,0,10.0,20,10,55,15,20,80,2,0,0,0,0,0,0,0,0,0,Swords Dance
dark;steel,0,120.0,100,135,120,60,85,50,water;ground,0,28.0,70,85,70,60,70,50,water,0,10.0,20,10,55,15,20,80,2,0,0,0,0,0,0,0,0,0,Kowtow Cleave
dark;steel,0,120.0,100,135,120,60,85,50,water;ground,0,28.0,70,85,70,60,70,50,water;flying,0,28.0,60,50,100,95,70,65,2,0,0,0,0,0,0,0,0,0,Switch
water;ground,0,28.0,70,85,70,60,70,50,dark;steel,0,120.0,100,135,120,60,85,50,dragon;ghost,0,50.0,88,120,75,100,75,142,0,0,0,0,0,2,0,0,0,0,Switch
dark;steel,0,120.0,100,135,120,60,85,50,water;ground,0,28.0,70,85,70,60,70,50,ground;steel,0,240.0,90,112,120,72,70,106,2,0,0,0,0,0,0,0,0,0,Switch
ground;steel,0,240.0,90,112,120,72,70,106,dragon;ghost,0,50.0,88,120,75,100,75,142,water,0,10.0,20,10,55,15,20,80,2,0,0,0,0,0,0,-2,0,0,Earthquake
dragon;ghost,0,50.0,88,120,75,100,75,142,ground;steel,0,240.0,90,112,120,72,70,106,grass,0,39.8,80,120,84,60,96,110,0,0,-4,0,0,2,0,0,0,0,Switch
ground;steel,0,240.0,90,112,120,72,70,106,grass,0,39.8,80,120,84,60,96,110,electric;dragon,0,480.0,125,73,91,137,89,75,2,0,0,0,0,0,0,-4,0,0,Volt Switch
grass,0,39.8,80,120,84,60,96,110,grass,0,39.8,80,120,84,60,96,110,water,0,10.0,20,10,55,15,20,80,2,0,-4,0,1,2,0,0,0,0,Swords Dance
grass,0,39.8,80,120,84,60,96,110,grass,0,39.8,80,120,84,60,96,110,water,0,30.0,61,123,60,60,50,136,2,0,-2,0,0,2,0,-4,0,1,Switch
grass,0,39.8,80,120,84,60,96,110,grass,0,39.8,80,120,84,60,96,110,dragon;ghost,0,50.0,88,120,75,100,75,142,2,0,-4,0,1,2,0,-2,0,0,Switch
grass,0,39.8,80,120,84,60,96,110,grass,0,39.8,80,120,84,60,96,110,rock;psychic,0,162.5,90,120,80,68,108,124,2,0,-4,0,1,2,0,-2,0,0,Switch
grass,0,39.8,80,120,84,60,96,110,grass,0,39.8,80,120,84,60,96,110,bug;fire,0,46.0,85,60,65,135,105,100,2,0,-4,0,1,2,0,-2,0,0,Switch
water,0,30.0,61,123,60,60,50,136,bug;fire,0,46.0,85,60,65,135,105,100,water,0,10.0,20,10,55,15,20,80,2,0,-2,0,0,2,0,-4,0,1,Liquidation
bug;fire,0,46.0,85,60,65,135,105,100,water,0,30.0,61,123,60,60,50,136,ground;steel,0,40.4,110,135,60,50,65,88,2,0,-4,0,1,2,0,-2,0,0,Switch
poison;water,0,14.5,50,63,152,53,142,35,poison;water,0,14.5,50,63,152,53,142,35,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Baneful Bunker
water,0,35.3,71,73,88,120,89,59,poison;water,0,14.5,50,63,152,53,142,35,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Dark Pulse
water,0,35.3,71,73,88,120,89,59,poison;water,0,14.5,50,63,152,53,142,35,electric,0,61.5,90,75,85,115,90,55,0,0,0,0,0,0,0,0,0,0,Switch
poison;water,0,14.5,50,63,152,53,142,35,electric,0,61.5,90,75,85,115,90,55,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Toxic
poison;water,0,14.5,50,63,152,53,142,35,poison;water,0,14.5,50,63,152,53,142,35,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Baneful Bunker
electric,0,61.5,90,75,85,115,90,55,poison;water,0,14.5,50,63,152,53,142,35,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Focus Blast
electric,0,61.5,90,75,85,115,90,55,poison;water,0,14.5,50,63,152,53,142,35,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Thunder
poison;water,0,14.5,50,63,152,53,142,35,poison;water,0,14.5,50,63,152,53,142,35,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Baneful Bunker
electric,0,61.5,90,75,85,115,90,55,poison;water,0,14.5,50,63,152,53,142,35,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Thunder
electric,0,61.5,90,75,85,115,90,55,poison;water,0,14.5,50,63,152,53,142,35,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Thunder
poison;water,0,14.5,50,63,152,53,142,35,electric,0,61.5,90,75,85,115,90,55,fire;ghost,0,62.0,75,125,80,60,100,85,0,0,0,0,0,0,0,0,0,0,Switch
electric,0,61.5,90,75,85,115,90,55,poison;water,0,14.5,50,63,152,53,142,35,water,0,35.3,71,73,88,120,89,59,0,0,0,0,0,0,0,0,0,0,Switch
water,0,35.3,71,73,88,120,89,59,fire;ghost,0,62.0,75,125,80,60,100,85,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Water Pulse
fire;ghost,0,62.0,75,125,80,60,100,85,water,0,35.3,71,73,88,120,89,59,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Poltergeist
water,0,35.3,71,73,88,120,89,59,fire;ghost,0,62.0,75,125,80,60,100,85,bug;steel,0,118.0,70,130,100,55,80,65,0,0,0,0,0,0,0,0,0,0,Switch
fire;ghost,0,62.0,75,125,80,60,100,85,water,0,35.3,71,73,88,120,89,59,fire,0,33.0,80,116,75,65,75,119,0,0,0,0,0,0,0,0,0,0,Switch
water,0,35.3,71,73,88,120,89,59,fire;ghost,0,62.0,75,125,80,60,100,85,ground;dark,0,96.3,95,117,80,65,70,92,0,0,0,0,0,0,0,0,0,0,Switch
fire,0,33.0,80,116,75,65,75,119,ground;dark,0,96.3,95,117,80,65,70,92,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Pyro Ball
fire,0,33.0,80,116,75,65,75,119,ground;dark,0,96.3,95,117,80,65,70,92,rock,0,240.0,100,100,130,45,90,35,0,0,0,0,0,0,0,0,0,0,Switch
ground;dark,0,96.3,95,117,80,65,70,92,fire,0,33.0,80,116,75,65,75,119,bug;steel,0,118.0,70,130,100,55,80,65,0,0,0,0,0,0,0,0,0,0,Switch
bug;steel,0,118.0,70,130,100,55,80,65,rock,0,240.0,100,100,130,45,90,35,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Bullet Punch
bug;steel,0,118.0,70,130,100,55,80,65,rock,0,240.0,100,100,130,45,90,35,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Bullet Punch
rock,0,240.0,100,100,130,45,90,35,bug;steel,0,118.0,70,130,100,55,80,65,dragon;ground,0,95.0,108,130,95,80,85,102,0,0,0,0,0,0,0,0,0,0,Switch
bug;steel,0,118.0,70,130,100,55,80,65,dragon;ground,0,95.0,108,130,95,80,85,102,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Bullet Punch
bug;steel,0,118.0,70,130,100,55,80,65,dragon;ground,0,95.0,108,130,95,80,85,102,dragon;flying,0,102.6,95,135,80,110,80,100,0,0,0,0,0,0,0,0,0,0,Switch
dragon;ground,0,95.0,108,130,95,80,85,102,dragon;flying,0,102.6,95,135,80,110,80,100,water,0,10.0,20,10,55,15,20,80,0,-1,0,0,1,0,0,0,0,0,Scale Shot
dragon;flying,0,102.6,95,135,80,110,80,100,dragon;ground,0,95.0,108,130,95,80,85,102,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,-1,0,0,1,Dragon Claw
dragon;ground,0,95.0,108,130,95,80,85,102,dragon;flying,0,102.6,95,135,80,110,80,100,fire,0,33.0,80,116,75,65,75,119,0,-1,0,0,1,0,0,0,0,0,Switch
dragon;flying,0,102.6,95,135,80,110,80,100,dragon;ground,0,95.0,108,130,95,80,85,102,bug;fire,0,46.0,85,60,65,135,105,100,0,0,0,0,0,0,-1,0,0,1,Switch
fire,0,33.0,80,116,75,65,75,119,bug;fire,0,46.0,85,60,65,135,105,100,water,0,10.0,20,10,55,15,20,80,0,-1,0,0,1,0,0,0,0,0,Pyro Ball
bug;fire,0,46.0,85,60,65,135,105,100,bug;fire,0,46.0,85,60,65,135,105,100,water,0,10.0,20,10,55,15,20,80,0,0,1,1,1,0,-1,0,0,1,Quiver Dance
grass;dark,0,31.2,76,110,70,81,70,123,fire;steel,0,430.0,91,90,106,130,106,77,ground;fighting,0,320.0,115,131,131,53,53,87,0,0,0,0,0,0,0,0,0,0,Switch
fire;steel,0,430.0,91,90,106,130,106,77,ground;fighting,0,320.0,115,131,131,53,53,87,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Will-O-Wisp
fire;steel,0,430.0,91,90,106,130,106,77,ground;fighting,0,320.0,115,131,131,53,53,87,grass,0,90.0,100,125,90,60,70,85,0,0,0,0,0,0,0,0,0,0,Switch
ground;fighting,0,320.0,115,131,131,53,53,87,grass,0,90.0,100,125,90,60,70,85,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Knock Off
ground;fighting,0,320.0,115,131,131,53,53,87,grass,0,90.0,100,125,90,60,70,85,dragon;psychic,0,60.0,80,90,80,130,110,110,0,0,0,0,0,0,0,0,0,0,Switch
dragon;psychic,0,60.0,80,90,80,130,110,110,fire;steel,0,430.0,91,90,106,130,106,77,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Aura Sphere
dragon;psychic,0,60.0,80,90,80,130,110,110,fire;steel,0,430.0,91,90,106,130,106,77,water,0,94.6,95,100,85,108,70,70,0,0,0,0,0,0,0,0,0,0,Switch
fire;steel,0,430.0,91,90,106,130,106,77,dragon;psychic,0,60.0,80,90,80,130,110,110,grass,0,90.0,100,125,90,60,70,85,0,0,0,0,0,0,0,0,0,0,Switch
dragon;psychic,0,60.0,80,90,80,130,110,110,fire;steel,0,430.0,91,90,106,130,106,77,dragon;flying,0,210.0,91,134,95,100,100,80,0,0,0,0,0,0,-1,0,0,0,Switch
fire;steel,0,430.0,91,90,106,130,106,77,dragon;psychic,0,60.0,80,90,80,130,110,110,psychic;fairy,0,5.1,57,90,95,136,103,29,0,0,0,0,0,0,0,0,0,0,Switch
dragon;psychic,0,60.0,80,90,80,130,110,110,fire;steel,0,430.0,91,90,106,130,106,77,steel;psychic,0,156.0,90,72,100,122,108,98,0,0,0,0,0,0,0,0,0,0,Switch
psychic;fairy,0,5.1,57,90,95,136,103,29,psychic;fairy,0,5.1,57,90,95,136,103,29,water,0,10.0,20,10,55,15,20,80,0,0,1,1,0,0,0,0,0,0,Calm Mind
