name,types,levitate,weight,hp,attack,defense,special_attack,special_defense,speed,weakness_bug,weakness_dark,weakness_dragon,weakness_electric,weakness_fairy,weakness_fighting,weakness_fire,weakness_flying,weakness_ghost,weakness_grass,weakness_ground,weakness_ice,weakness_normal,weakness_poison,weakness_psychic,weakness_rock,weakness_steel,weakness_water
Perrserker,steel;none,0,28,70,110,100,50,60,50,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1
Persian,normal;none,0,32,65,70,60,65,65,115,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
Petilil,grass;none,0,6.6,45,35,50,70,50,30,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
Phanpy,ground;none,0,33.5,90,60,60,40,40,40,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
Phantump,ghost;grass,0,7,43,70,48,50,60,38,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5
Pheromosa,bug;fighting,0,25,71,137,37,137,37,151,0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1
Phione,water;none,0,3.1,80,80,80,80,80,80,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Pichu,electric;none,0,2,20,40,15,35,35,60,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
Pidgeot,normal;flying,0,39.5,83,80,75,70,70,101,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
Pidgeotto,normal;flying,0,30,63,60,55,50,50,71,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
Pidgey,normal;flying,0,1.8,40,45,40,35,35,56,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
Pidove,normal;flying,0,2.1,50,55,50,36,30,43,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
Pignite,fire;fighting,0,55.5,90,93,55,70,55,55,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2
Pikachu,electric;none,0,6,35,55,40,50,50,90,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
Pikipek,normal;flying,0,1.2,35,75,30,30,30,65,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
Piloswine,ice;ground,0,55.8,100,100,80,60,60,50,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2
Pincurchin,electric;none,0,1,48,101,95,91,85,15,1,1,1,0,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
Pineco,bug;none,0,7.2,50,65,90,35,35,15,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
Pinsir,bug;none,0,55,65,125,100,55,70,85,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
Piplup,water;none,0,5.2,53,51,53,61,56,40,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Plusle,electric;none,0,4.2,60,50,40,85,75,95,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
Poipole,poison;none,0,1.8,67,73,67,73,67,73,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
Politoed,water;none,0,33.9,90,75,75,90,100,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0
Poliwag,water;none,0,12.4,40,50,40,40,40,90,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0
Poliwhirl,water;none,0,20,65,65,65,50,50,90,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0
Poliwrath,water;fighting,0,54,90,95,95,70,90,70,0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0
Polteageist,ghost;none,0,0.4,60,65,65,134,114,70,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
Ponyta,fire;none,0,30,50,85,55,65,65,90,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
Poochyena,dark;none,0,13.6,35,55,35,30,30,35,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
Popplio,water;none,0,7.5,50,54,54,66,56,40,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Porygon,normal;none,0,36.5,65,60,70,85,75,40,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
Porygon-Z,normal;none,0,34,85,80,70,135,75,90,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
Porygon2,normal;none,0,32.5,85,80,90,105,95,60,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
Primal Groudon,ground;fire,0,999.7,100,180,160,150,90,90,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,0
Primal Kyogre,water;none,0,430,100,150,90,180,160,90,1,1,1,2,1,1,0,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Primarina,water;fairy,0,44,80,74,74,126,116,60,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5
Primeape,fighting;none,0,32,65,105,60,60,70,95,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
Prinplup,water;none,0,23,64,66,68,81,76,50,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Probopass,rock;steel,0,340,60,55,145,75,150,40,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2
Psyduck,water;none,0,19.6,50,52,48,65,50,55,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Pumpkaboo ,ghost;grass,0,15,59,66,70,44,55,41,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5
Pupitar,rock;ground,0,152,70,84,70,65,70,51,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4
Purrloin,dark;none,0,10.1,41,50,37,50,37,66,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
Purugly,normal;none,0,43.8,71,82,64,64,59,112,1,1,1,1,1,2,0.5,1,0,1,1,0.5,1,1,1,1,1,1
Pyroar,fire;normal,0,81.5,86,68,72,109,66,106,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2
Pyukumuku,water;none,0,1.2,55,60,130,30,130,5,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Quagsire,water;ground,0,75,95,85,85,65,65,35,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1
Quaquaval,water;fighting,0,61.9,85,120,80,85,75,85,0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5
Quaxly,water,0,6.1,55,65,45,50,45,50,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Quaxwell,water,0,21.5,70,85,65,65,60,65,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Quilava,fire;none,0,19,58,64,58,80,65,80,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
Quilladin,grass;none,0,29,61,78,95,56,58,57,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
Qwilfish,water;poison,0,3.9,65,95,85,55,55,85,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5
Raboot,fire;none,0,9,65,86,60,55,60,94,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
Rabsca,bug;psychic,0,3.5,75,50,85,115,100,45,2,2,1,1,1,0.25,2,2,2,0.5,0.5,1,1,1,0.5,2,1,1
Raichu,electric;none,0,30,60,90,55,90,80,110,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
Raikou,electric;none,0,178,90,85,75,115,100,115,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
Ralts,psychic;fairy,0,6.6,28,25,25,45,35,40,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1
Rampardos,rock;none,0,102.5,97,165,60,65,50,58,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
Rapidash,fire;none,0,95,65,100,70,80,80,105,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
Raticate,normal;none,0,18.5,55,81,60,50,70,97,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
Rattata,normal;none,0,3.5,30,56,35,25,35,72,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
Rayquaza,dragon;flying,0,206.5,105,150,90,150,90,95,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5
Regice,ice;none,0,175,80,50,100,100,200,50,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
Regidrago,dragon;none,0,200,200,100,50,100,50,80,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
Regieleki,electric;none,0,145,80,100,50,100,50,200,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
Regigigas,normal;none,0,420,110,160,110,80,110,100,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
Regirock,rock;none,0,230,80,100,200,50,100,50,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
Registeel,steel;none,0,205,80,75,150,75,150,50,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1
Relicanth,water;rock,0,23.4,100,90,130,45,65,55,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1
Rellor,bug,0,1,41,50,60,31,58,30,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
Remoraid,water;none,0,12,35,65,35,65,35,65,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Reshiram,dragon;fire,0,330,100,120,100,150,120,90,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1
Reuniclus,psychic;none,0,20.1,110,65,75,125,85,30,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
Revavroom,poison;steel,0,120,80,119,90,54,67,90,0.25,1,0.5,1,0.25,1,2,0.5,1,0.25,4,0.5,0.5,0,1,0.5,0.5,1
Rhydon,ground;rock,0,120,105,130,120,45,45,40,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4
Rhyhorn,ground;rock,0,115,80,85,95,30,30,25,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4
Rhyperior,ground;rock,0,282.8,115,140,130,55,55,40,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4
Ribombee,bug;fairy,0,0.5,60,55,60,95,70,124,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1
Rillaboom,grass;none,0,90,100,125,90,60,70,85,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
Riolu,fighting;none,0,20.2,40,70,40,35,40,60,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
Roaring Moon,dark;dragon,0,380,105,139,71,55,101,119,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5
Rockruff,rock;none,0,9.2,45,65,40,30,40,60,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
Roggenrola,rock;none,0,18,55,75,85,25,25,15,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
Rolycoly,rock;none,0,12,30,40,50,40,50,30,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
Rookidee,flying;none,0,1.8,38,47,35,33,35,57,0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1
Roselia,grass;poison,0,2,50,60,45,100,80,65,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
Roserade,grass;poison,0,14.5,60,70,65,125,105,90,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
Rotom,electric;ghost,1,0.3,50,50,77,95,77,91,0.5,2,1,0.5,1,0,1,0.5,2,1,0,1,0,0.5,1,1,0.5,1
Rowlet,grass;flying,0,1.5,68,55,55,50,50,42,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5
Rufflet,normal;flying,0,10.5,70,83,50,37,50,60,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
Runerigus,ground;ghost,0,66.6,58,95,145,50,105,30,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2
Sableye,dark;ghost,0,11,50,75,75,65,65,50,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1
Salamence,dragon;flying,0,102.6,95,135,80,110,80,100,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5
Salandit,poison;fire,0,4.8,48,44,40,71,40,77,0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2
Salazzle,poison;fire,0,22.2,68,64,60,111,60,117,0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2
Samurott,water;none,0,94.6,95,100,85,108,70,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Sandaconda,ground;none,0,65.5,72,107,125,65,70,71,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
Sandile,ground;dark,0,15.2,50,72,35,35,35,65,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2
Sandshrew,ground;none,0,12,50,75,85,20,30,40,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
Sandslash,ground;none,0,29.5,75,100,110,45,55,65,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
Sandy Shocks,ground;electric,0,60,85,81,97,121,85,101,1,1,1,0,1,1,1,0.5,1,2,2,2,1,0.5,1,0.5,0.5,2
Sandygast,ghost;ground,0,70,55,55,80,70,45,15,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2
Sawk,fighting;none,0,51,75,125,75,30,75,85,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
Sawsbuck,normal;grass,0,92.5,80,100,70,60,70,95,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5
Scatterbug,bug;none,0,2.5,38,35,40,27,25,35,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
Sceptile,grass;none,0,52.2,70,85,65,105,85,120,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
Scizor,bug;steel,0,118,70,130,100,55,80,65,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1
Scolipede,bug;poison,0,200.5,60,100,89,55,69,112,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1
Scorbunny,fire;none,0,4.5,50,71,40,40,40,69,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
Scovillain,grass;fire,0,15,65,108,65,108,65,75,1,1,1,0.5,0.5,1,1,2,1,0.25,1,1,1,2,1,2,0.5,1
Scrafty,dark;fighting,0,30,65,90,115,45,115,58,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1
Scraggy,dark;fighting,0,11.8,50,75,70,35,70,48,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1
Scream Tail,psychic;fairy,0,8,115,65,99,65,115,111,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1
Scyther,bug;flying,0,56,70,110,80,55,80,105,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
Seadra,water;none,0,25,55,65,95,95,45,85,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Seaking,water;none,0,39,80,92,65,65,80,68,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Sealeo,ice;water,0,87.6,90,60,70,75,70,45,1,1,1,2,1,2,0.5,1,1,2,1,0.125,1,1,1,2,1,0.5
Seedot,grass;none,0,4,40,40,50,30,30,30,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
Seel,water;none,0,90,65,45,55,45,70,45,1,1,1,2,1,1,0.25,1,1,2,1,0.25,1,1,1,1,0.5,0.5
Seismitoad,water;ground,0,62,105,95,75,85,75,74,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1
Sentret,normal;none,0,6,35,46,34,35,45,20,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
Serperior,grass;none,0,63,75,75,95,75,95,113,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
Servine,grass;none,0,16,60,60,75,60,75,83,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
Seviper,poison;none,0,52.5,73,100,60,100,60,65,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
Sewaddle,bug;grass,0,2.5,45,53,70,40,60,42,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5
Sharpedo,water;dark,0,88.8,70,120,40,95,40,95,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5
Shaymin Land Forme,grass;none,0,2.1,100,100,100,100,100,100,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
Shaymin Sky Forme,grass;flying,0,5.2,100,103,75,120,75,127,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5
Shedinja,bug;ghost,0,1.2,1,90,45,30,30,40,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0
Shelgon,dragon;none,0,110.5,65,95,100,60,50,50,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
Shellder,water;none,0,4,30,65,100,45,25,40,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Shellos,water;none,0,6.3,76,48,48,57,62,34,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Shelmet,bug;none,0,7.7,50,40,85,40,65,25,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
Shieldon,rock;steel,0,57,30,42,118,42,88,30,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2
Shiftry,grass;dark,0,59.6,90,100,60,90,60,80,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5
Shiinotic,grass;fairy,0,11.5,60,45,80,90,100,30,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5
Shinx,electric;none,0,9.5,45,65,34,40,34,45,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
Shroodle,normal;poison,0,0.7,40,65,35,40,35,75,0.5,1,1,1,0.5,1,1,1,0,0.5,2,1,1,0.5,2,1,1,1
Shroomish,grass;none,0,4.5,60,40,60,40,60,35,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
Shuckle,bug;rock,0,20.5,20,10,230,10,230,5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2
Shuppet,ghost;none,0,2.3,44,75,35,63,33,45,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
Sigilyph,psychic;flying,0,14,72,58,80,103,80,97,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1
Silcoon,bug;none,0,10,50,35,55,25,25,15,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
Silicobra,ground;none,0,7.6,52,57,75,35,50,46,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
Silvally,normal;none,0,100.5,95,95,95,95,95,95,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
Simipour,water;none,0,29,75,98,63,98,63,101,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Simisage,grass;none,0,30.5,75,98,63,98,63,101,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
Simisear,fire;none,0,28,75,98,63,98,63,101,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
Sinistea,ghost;none,0,0.2,40,45,45,74,54,50,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
Sirfetch'd,fighting;none,0,117,62,135,95,68,82,65,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
Sizzlipede,fire;bug,0,1,50,65,45,50,50,45,0.5,1,1,1,0.5,0.5,0,2,1,0.25,1,0.5,1,1,1,4,0.5,2
Skarmory,steel;flying,0,50.5,65,80,140,40,70,70,0.25,1,0.5,2,0.5,1,2,0.5,1,0.25,0,1,0.5,0,0.5,1,0.5,1
Skeledirge,ghost;fire,0,326.5,104,75,100,110,75,66,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2
Skiddo,grass;none,0,31,66,65,48,62,57,52,2,1,1,0.5,1,1,2,2,1,0,0.5,2,1,2,1,1,1,0.5
Skiploom,grass;flying,0,1,55,45,50,45,65,80,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5
Skitty,normal;none,0,11,50,45,45,35,35,50,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
Skorupi,poison;bug,0,12,40,50,90,30,55,65,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1
Skrelp,poison;water,0,7.3,50,60,60,60,60,30,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5
Skuntank,poison;dark,0,38,103,93,67,71,61,84,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1
Skwovet,normal;none,0,2.5,70,55,55,35,35,25,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
Slaking,normal;none,0,130.5,150,160,100,95,65,100,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
Slakoth,normal;none,0,24,60,60,60,35,35,30,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
Sliggoo,dragon;none,0,17.5,68,75,53,83,113,60,1,1,2,0.5,2,1,0.5,1,1,0,1,2,1,1,1,1,1,0.5
Slither Wing,fighting;bug,0,92,85,135,79,85,105,81,0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1
Slowbro,water;psychic,0,78.5,95,75,110,100,80,30,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5
Slowking,water;psychic,0,79.5,95,75,80,100,110,30,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5
Slowpoke,water;psychic,0,36,90,65,65,40,40,15,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5
Slugma,fire;none,0,35,40,40,40,70,40,20,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
Slurpuff,fairy;none,0,5,82,80,86,85,75,72,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
Smeargle,normal;none,0,58,55,20,35,20,45,75,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
Smoliv,normal;grass,0,6.5,41,35,45,58,51,30,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5
Smoochum,ice;psychic,0,6,45,30,15,85,65,65,2,2,1,1,1,1,2,1,2,1,1,0.5,1,1,0.5,2,2,1
Sneasel,dark;ice,0,28,55,95,55,35,75,115,2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1
Sneasler,poison;fighting,0,43,80,130,60,40,80,120,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1
Snivy,grass;none,0,8.1,45,45,55,45,55,63,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
Snom,ice;bug,0,3.8,30,25,35,45,30,20,1,1,1,1,1,1,4,2,1,0.5,0.5,0.5,1,1,1,4,2,1
Snorlax,normal;none,0,460,160,110,65,65,110,30,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
Snorunt,ice;none,0,16.8,50,50,50,50,50,50,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
Snover,grass;ice,0,50.5,60,62,50,62,60,40,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5
Snubbull,fairy;none,0,7.8,60,80,50,40,40,30,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
Sobble,water;none,0,4,50,40,40,70,40,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Solgaleo,psychic;steel,0,230,137,137,107,113,89,97,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1
Solosis,psychic;none,0,1,45,30,40,105,50,20,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
Solrock,rock;psychic,1,154,90,95,85,55,65,70,2,2,1,1,1,1,0.5,0.5,2,2,0,1,0.5,0.5,0.5,1,2,2
Spearow,normal;flying,0,2,40,60,30,31,31,70,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
Spectrier,ghost;none,0,44.5,100,65,60,145,80,130,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
Spewpa,bug;none,0,8.4,45,22,60,27,30,29,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
Spheal,ice;water,0,39.5,70,40,50,55,50,25,1,1,1,2,1,2,0.5,1,1,2,1,0.125,1,1,1,2,1,0.5
Spidops,bug,0,16.5,60,79,92,52,86,35,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
Spinarak,bug;poison,0,8.5,40,60,40,40,40,30,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1
Spinda,normal;none,0,5,60,60,60,60,60,60,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
